"grantee_origin","lat_origin","long_origin","grantee_destination","lat_destination","long_destination","miles","minutes"
"King County Metro Transit",47.5990865,-122.3313145,"Catholic Community Services of Snohomish County",47.98164,-122.2032403,29.8705559532331,36
"King County Metro Transit",47.5990865,-122.3313145,"Catholic Community Services of Western Washington (King County)",47.601159,-122.3016677,1.49253360375408,9
"King County Metro Transit",47.5990865,-122.3313145,"Catholic Community Services of Western Washington (Pierce County)",47.2496766,-122.4463095,33.2439801558896,39
"King County Metro Transit",47.5990865,-122.3313145,"Catholic Community Services of Western Washington (Thurston County)",47.2496766,-122.4463095,33.2439801558896,39
"King County Metro Transit",47.5990865,-122.3313145,"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,145.582920742862,148
"King County Metro Transit",47.5990865,-122.3313145,"City of Ellensburg",46.997139,-120.5429167,107.627704207429,107
"King County Metro Transit",47.5990865,-122.3313145,"City of Longview",46.1189275,-122.9470869,132.36262725682,131
"King County Metro Transit",47.5990865,-122.3313145,"City of Pullman",46.7358473,-117.1898316,285.050927582916,275
"King County Metro Transit",47.5990865,-122.3313145,"City of Yakima",46.6146036,-120.5399701,142.57175594528,137
"King County Metro Transit",47.5990865,-122.3313145,"Clallam County Public Transportation Benefit Area",48.1101329,-123.4625169,83.8329157718921,152
"King County Metro Transit",47.5990865,-122.3313145,"Coastal Community Action Program",46.9751055,-123.8181052,108.666015469657,113
"King County Metro Transit",47.5990865,-122.3313145,"Columbia County Transit Authority",46.3135282,-117.9896769,270.735778056152,269
"King County Metro Transit",47.5990865,-122.3313145,"Community Action of Skagit County",48.4408499,-122.3360986,63.5333402926907,67
"King County Metro Transit",47.5990865,-122.3313145,"Community Transit",47.935911,-122.252329,28.8310019486201,35
"King County Metro Transit",47.5990865,-122.3313145,"Council on Aging & Human Services, Inc.",46.8795917,-117.3649728,270.252351268591,257
"King County Metro Transit",47.5990865,-122.3313145,"Cowlitz Indian Tribe",46.135192,-122.9327984,127.835316750179,129
"King County Metro Transit",47.5990865,-122.3313145,"ECHHO - Ecumenical Christian Helping Hands Organization",48.1150606,-122.7602944,55.5381571621729,124
"King County Metro Transit",47.5990865,-122.3313145,"Entiat Valley Community Services (EVCS)",47.6755363,-120.2099281,161.292427225006,166
"King County Metro Transit",47.5990865,-122.3313145,"Entrust Community Services",46.594791,-120.5223518,143.903975781436,141
"King County Metro Transit",47.5990865,-122.3313145,"Everett Transit",47.9747952,-122.1934996,29.2373787083433,35
"King County Metro Transit",47.5990865,-122.3313145,"Garfield County Transportation Authority",46.4744087,-117.5982103,276.127415891195,273
"King County Metro Transit",47.5990865,-122.3313145,"Grant Transit Authority",47.1284982,-119.2769928,177.389669331106,167
"King County Metro Transit",47.5990865,-122.3313145,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,110.789862204724,118
"King County Metro Transit",47.5990865,-122.3313145,"Hopelink",47.6101989,-122.1414751,12.3460242185636,19
"King County Metro Transit",47.5990865,-122.3313145,"HopeSource",46.9842027,-120.5386228,109.886388491211,108
"King County Metro Transit",47.5990865,-122.3313145,"Human Services Council, Inc.",45.6214691,-122.5365338,168.602859301678,165
"King County Metro Transit",47.5990865,-122.3313145,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,54.9596605822,100
"King County Metro Transit",47.5990865,-122.3313145,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,59.4515529308836,120
"King County Metro Transit",47.5990865,-122.3313145,"Jefferson Transit Authority",48.0505321,-122.8185547,49.7600264455579,113
"King County Metro Transit",47.5990865,-122.3313145,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,334.036725522946,320
"King County Metro Transit",47.5990865,-122.3313145,"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,65.0675057663247,73
"King County Metro Transit",47.5990865,-122.3313145,"Klickitat County Senior Services",45.821592,-120.8236469,211.231408573928,206
"King County Metro Transit",47.5990865,-122.3313145,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,84.2504772130756,89
"King County Metro Transit",47.5990865,-122.3313145,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,126.805083313449,127
"King County Metro Transit",47.5990865,-122.3313145,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,88.4683448659827,160
"King County Metro Transit",47.5990865,-122.3313145,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,101.57368468146,105
"King County Metro Transit",47.5990865,-122.3313145,"Makah Tribal Council",48.3648679,-124.6138052,151.673601169172,248
"King County Metro Transit",47.5990865,-122.3313145,"Mason County Public Transportation Benefit Area",47.2406378,-123.1010602,83.8689553010419,89
"King County Metro Transit",47.5990865,-122.3313145,"Mid-Columbia Economic Development District (MCEDD)",45.5999847,-121.1787727,249.495446591903,236
"King County Metro Transit",47.5990865,-122.3313145,"Mt. Si Senior Center",47.4928162,-121.7885425,29.9768104271057,35
"King County Metro Transit",47.5990865,-122.3313145,"Northshore Senior Center",47.7560448,-122.2026247,22.678184403086,29
"King County Metro Transit",47.5990865,-122.3313145,"Okanogan County Transit Authority",48.3626993,-119.5817291,230.077596834487,240
"King County Metro Transit",47.5990865,-122.3313145,"Okanogan County Transportation & Nutrition",48.3626993,-119.5817291,230.077596834487,240
"King County Metro Transit",47.5990865,-122.3313145,"Olympic Community Action Programs (OlyCAP)",48.105573,-122.80489,53.3857273522628,119
"King County Metro Transit",47.5990865,-122.3313145,"Pacific County Public Transportation Benefit Area",46.6849881,-123.7348418,124.030039568918,134
"King County Metro Transit",47.5990865,-122.3313145,"People For People",46.6040141,-120.5146606,142.344955460113,137
"King County Metro Transit",47.5990865,-122.3313145,"Pierce County Human Services",47.2499232,-122.4433833,33.0612970253718,38
"King County Metro Transit",47.5990865,-122.3313145,"Pierce Transit",47.1709133,-122.4844693,38.6169768551658,44
"King County Metro Transit",47.5990865,-122.3313145,"Puget Sound Educational Service District",47.4725062,-122.2346646,11.2635956016862,18
"King County Metro Transit",47.5990865,-122.3313145,"Rural Resources Community Action",48.5358622,-117.9056307,319.923521633659,333
"King County Metro Transit",47.5990865,-122.3313145,"San Juan County",48.5353048,-123.0194257,104.08713115406,193
"King County Metro Transit",47.5990865,-122.3313145,"Sauk-Suiattle Indian Tribe",48.3200381,-121.5529776,80.9733655452159,93
"King County Metro Transit",47.5990865,-122.3313145,"Senior Services of Snohomish County",47.8203422,-122.3014052,17.0249492961107,26
"King County Metro Transit",47.5990865,-122.3313145,"Skagit Transit System",48.4806171,-122.3316855,66.9981060606061,69
"King County Metro Transit",47.5990865,-122.3313145,"Skamania County Senior Services",45.6923108,-121.8940865,205.747807802434,204
"King County Metro Transit",47.5990865,-122.3313145,"Snohomish County Workforce Development Council",47.8763418,-122.2452246,21.6069404676688,30
"King County Metro Transit",47.5990865,-122.3313145,"Sound Generations",47.6136836,-122.3444571,3.91650262467192,11
"King County Metro Transit",47.5990865,-122.3313145,"Special Mobility Services, Inc.",45.5259917,-122.644411,174.963836196612,171
"King County Metro Transit",47.5990865,-122.3313145,"Spokane Transit Authority",47.6683727,-117.430667,279.302622683528,255
"King County Metro Transit",47.5990865,-122.3313145,"Spokane Tribe of Indians",47.886156,-117.9894493,292.894496142528,282
"King County Metro Transit",47.5990865,-122.3313145,"Squaxin Island Tribe",47.1217757,-123.0803069,74.396772846576,79
"King County Metro Transit",47.5990865,-122.3313145,"The Arc of Tri-Cities",46.2346178,-119.2292752,207.690214149368,204
"King County Metro Transit",47.5990865,-122.3313145,"Thurston County Public Benefit Transportation Area (Intercity Transit)",47.044311,-122.8574776,58.4567376521117,62
"King County Metro Transit",47.5990865,-122.3313145,"Thurston Regional Planning Council",47.0278081,-122.9202783,62.45277578939,67
"King County Metro Transit",47.5990865,-122.3313145,"Tri County Economic Development District",48.5357394,-117.9070033,319.958318420425,334
"King County Metro Transit",47.5990865,-122.3313145,"United Way of Pierce County",47.2490399,-122.4371755,32.928323590233,37
"King County Metro Transit",47.5990865,-122.3313145,"Valley Transit",46.0593099,-118.362419,260.42039489382,257
"King County Metro Transit",47.5990865,-122.3313145,"Wahkiakum County Health and Human Services",46.2152416,-123.3875323,152.32852640579,159
"King County Metro Transit",47.5990865,-122.3313145,"Whatcom Council of Governments",48.749823,-122.4734545,89.2077765847451,90
"King County Metro Transit",47.5990865,-122.3313145,"White Pass Community Services Coalition  (WPCSC)",46.5577544,-122.2741656,88.2663992285055,114
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Around the Sound LLC",47.2312078,-122.4659419,32.3224866778016,42
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Asotin County Public Transportation Benefit Area",46.4188573,-117.0680059,356.227754911318,354
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Ben Franklin Transit",46.239185,-119.240989,252.239421776823,256
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Catholic Community Services of Snohomish County",47.98164,-122.2032403,94.3197973832816,105
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Catholic Community Services of Western Washington (King County)",47.601159,-122.3016677,66.1213513083592,79
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Catholic Community Services of Western Washington (Pierce County)",47.2496766,-122.4463095,33.4564891036348,43
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Catholic Community Services of Western Washington (Thurston County)",47.2496766,-122.4463095,33.4564891036348,43
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,190.6217688698,200
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"City of Ellensburg",46.997139,-120.5429167,152.666552334367,158
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"City of Longview",46.1189275,-122.9470869,131.306296230017,133
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"City of Pullman",46.7358473,-117.1898316,330.089775709854,327
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"City of Yakima",46.6146036,-120.5399701,187.610604072218,188
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Clallam County Public Transportation Benefit Area",48.1101329,-123.4625169,79.0135608048994,101
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Coastal Community Action Program",46.9751055,-123.8181052,82.2844587608367,112
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Columbia County Transit Authority",46.3135282,-117.9896769,315.774626183091,321
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Community Action of Skagit County",48.4408499,-122.3360986,127.983203093931,135
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Community Transit",47.935911,-122.252329,93.2808647498608,103
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Council on Aging & Human Services, Inc.",46.8795917,-117.3649728,315.29119939553,309
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Cowlitz Indian Tribe",46.135192,-122.9327984,126.778364352183,131
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"ECHHO - Ecumenical Christian Helping Hands Organization",48.1150606,-122.7602944,50.7188021951801,72
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Entiat Valley Community Services (EVCS)",47.6755363,-120.2099281,206.331275351945,218
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Entrust Community Services",46.594791,-120.5223518,188.943445279567,192
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Everett Transit",47.9747952,-122.1934996,93.687241509584,103
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Garfield County Transportation Authority",46.4744087,-117.5982103,321.166264018134,325
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Grant Transit Authority",47.1284982,-119.2769928,222.428517458045,219
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,84.4083054959039,117
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Hopelink",47.6101989,-122.1414751,68.7242752326414,81
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"HopeSource",46.9842027,-120.5386228,154.92523661815,160
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Human Services Council, Inc.",45.6214691,-122.5365338,167.545906903682,167
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,119.409523383441,168
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,54.6315765926986,68
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Jefferson Transit Authority",48.0505321,-122.8185547,44.9406714785652,61
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,379.075573649885,372
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"King County Metro Transit",47.5990865,-122.3313145,65.0544569712877,78
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Klickitat County Senior Services",45.821592,-120.8236469,256.270256700867,258
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,83.1935248150799,91
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,125.748752286646,130
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,83.6489898989899,108
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,166.023547482701,173
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Makah Tribal Council",48.3648679,-124.6138052,146.853624830987,196
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Mason County Public Transportation Benefit Area",47.2406378,-123.1010602,36.216619939553,54
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Mid-Columbia Economic Development District (MCEDD)",45.5999847,-121.1787727,248.4391155651,239
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Mt. Si Senior Center",47.4928162,-121.7885425,75.0156585540444,87
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Northshore Senior Center",47.7560448,-122.2026247,79.1558548079217,91
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Okanogan County Transit Authority",48.3626993,-119.5817291,275.116444961425,292
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Okanogan County Transportation & Nutrition",48.3626993,-119.5817291,275.116444961425,292
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Olympic Community Action Programs (OlyCAP)",48.105573,-122.80489,48.56637238527,67
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Pacific County Public Transportation Benefit Area",46.6849881,-123.7348418,97.648482860097,133
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"People For People",46.6040141,-120.5146606,187.383803587052,189
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Pierce County Human Services",47.2499232,-122.4433833,34.9943828044222,44
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Pierce Transit",47.1709133,-122.4844693,37.5606458283624,46
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Puget Sound Educational Service District",47.4725062,-122.2346646,56.0762646146504,67
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Rural Resources Community Action",48.5358622,-117.9056307,364.962369760598,385
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"San Juan County",48.5353048,-123.0194257,168.536993955301,262
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Sauk-Suiattle Indian Tribe",48.3200381,-121.5529776,145.423228346457,161
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Senior Services of Snohomish County",47.8203422,-122.3014052,81.4748120973515,94
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Skagit Transit System",48.4806171,-122.3316855,131.447968861847,137
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Skamania County Senior Services",45.6923108,-121.8940865,204.69147677563,207
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Snohomish County Workforce Development Council",47.8763418,-122.2452246,86.0568032689096,99
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Sound Generations",47.6136836,-122.3444571,68.3259762984172,81
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Special Mobility Services, Inc.",45.5259917,-122.644411,173.906883798616,173
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Spokane Transit Authority",47.6683727,-117.430667,324.341470810467,306
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Spokane Tribe of Indians",47.886156,-117.9894493,337.933344269466,334
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Squaxin Island Tribe",47.1217757,-123.0803069,44.3348345661338,68
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"The Arc of Tri-Cities",46.2346178,-119.2292752,252.729062276306,256
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Thurston County Public Benefit Transportation Area (Intercity Transit)",47.044311,-122.8574776,57.399785254116,65
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Thurston Regional Planning Council",47.0278081,-122.9202783,61.3958233913943,69
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Tri County Economic Development District",48.5357394,-117.9070033,364.997166547363,385
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"United Way of Pierce County",47.2490399,-122.4371755,34.8614093692834,43
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Valley Transit",46.0593099,-118.362419,305.459243020759,308
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Wahkiakum County Health and Human Services",46.2152416,-123.3875323,151.272195378987,162
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"Whatcom Council of Governments",48.749823,-122.4734545,153.657639385986,159
"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,"White Pass Community Services Coalition  (WPCSC)",46.5577544,-122.2741656,91.0283941780005,117
"Klickitat County Senior Services",45.821592,-120.8236469,"Around the Sound LLC",47.2312078,-122.4659419,225.12651117474,224
"Klickitat County Senior Services",45.821592,-120.8236469,"Asotin County Public Transportation Benefit Area",46.4188573,-117.0680059,238.176548954108,245
"Klickitat County Senior Services",45.821592,-120.8236469,"Ben Franklin Transit",46.239185,-119.240989,107.694190924998,108
"Klickitat County Senior Services",45.821592,-120.8236469,"Catholic Community Services of Snohomish County",47.98164,-122.2032403,233.861747395212,229
"Klickitat County Senior Services",45.821592,-120.8236469,"Catholic Community Services of Western Washington (King County)",47.601159,-122.3016677,210.488248628012,207
"Klickitat County Senior Services",45.821592,-120.8236469,"Catholic Community Services of Western Washington (Pierce County)",47.2496766,-122.4463095,224.678502545136,224
"Klickitat County Senior Services",45.821592,-120.8236469,"Catholic Community Services of Western Washington (Thurston County)",47.2496766,-122.4463095,224.678502545136,224
"Klickitat County Senior Services",45.821592,-120.8236469,"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,173.084188340094,181
"Klickitat County Senior Services",45.821592,-120.8236469,"City of Ellensburg",46.997139,-120.5429167,105.193171876243,113
"Klickitat County Senior Services",45.821592,-120.8236469,"City of Longview",46.1189275,-122.9470869,156.322700429492,155
"Klickitat County Senior Services",45.821592,-120.8236469,"City of Pullman",46.7358473,-117.1898316,246.594885866539,241
"Klickitat County Senior Services",45.821592,-120.8236469,"City of Yakima",46.6146036,-120.5399701,72.9235017497813,80
"Klickitat County Senior Services",45.821592,-120.8236469,"Clallam County Public Transportation Benefit Area",48.1101329,-123.4625169,330.639067843792,340
"Klickitat County Senior Services",45.821592,-120.8236469,"Coastal Community Action Program",46.9751055,-123.8181052,250.17211982025,250
"Klickitat County Senior Services",45.821592,-120.8236469,"Columbia County Transit Authority",46.3135282,-117.9896769,173.657713950529,174
"Klickitat County Senior Services",45.821592,-120.8236469,"Community Action of Skagit County",48.4408499,-122.3360986,267.525153105862,259
"Klickitat County Senior Services",45.821592,-120.8236469,"Community Transit",47.935911,-122.252329,232.822814761791,227
"Klickitat County Senior Services",45.821592,-120.8236469,"Council on Aging & Human Services, Inc.",46.8795917,-117.3649728,231.796930923407,222
"Klickitat County Senior Services",45.821592,-120.8236469,"Cowlitz Indian Tribe",46.135192,-122.9327984,156.080987035711,153
"Klickitat County Senior Services",45.821592,-120.8236469,"ECHHO - Ecumenical Christian Helping Hands Organization",48.1150606,-122.7602944,302.344930605265,311
"Klickitat County Senior Services",45.821592,-120.8236469,"Entiat Valley Community Services (EVCS)",47.6755363,-120.2099281,188.793694822238,199
"Klickitat County Senior Services",45.821592,-120.8236469,"Entrust Community Services",46.594791,-120.5223518,70.9245506243538,81
"Klickitat County Senior Services",45.821592,-120.8236469,"Everett Transit",47.9747952,-122.1934996,233.228570150322,227
"Klickitat County Senior Services",45.821592,-120.8236469,"Garfield County Transportation Authority",46.4744087,-117.5982103,209.177776783584,213
"Klickitat County Senior Services",45.821592,-120.8236469,"Grant Transit Authority",47.1284982,-119.2769928,169.315572059174,167
"Klickitat County Senior Services",45.821592,-120.8236469,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,252.295966555317,254
"Klickitat County Senior Services",45.821592,-120.8236469,"Hopelink",47.6101989,-122.1414751,203.505900540841,201
"Klickitat County Senior Services",45.821592,-120.8236469,"HopeSource",46.9842027,-120.5386228,104.621510379384,111
"Klickitat County Senior Services",45.821592,-120.8236469,"Human Services Council, Inc.",45.6214691,-122.5365338,115.57379901376,119
"Klickitat County Senior Services",45.821592,-120.8236469,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,258.947123797025,292
"Klickitat County Senior Services",45.821592,-120.8236469,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,306.257705002784,307
"Klickitat County Senior Services",45.821592,-120.8236469,"Jefferson Transit Authority",48.0505321,-122.8185547,296.56679988865,300
"Klickitat County Senior Services",45.821592,-120.8236469,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,303.893387616321,299
"Klickitat County Senior Services",45.821592,-120.8236469,"King County Metro Transit",47.5990865,-122.3313145,211.154358546091,207
"Klickitat County Senior Services",45.821592,-120.8236469,"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,256.502028155571,257
"Klickitat County Senior Services",45.821592,-120.8236469,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,198.079465919033,192
"Klickitat County Senior Services",45.821592,-120.8236469,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,156.515325499085,155
"Klickitat County Senior Services",45.821592,-120.8236469,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,335.275118309075,347
"Klickitat County Senior Services",45.821592,-120.8236469,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,305.565497494631,297
"Klickitat County Senior Services",45.821592,-120.8236469,"Makah Tribal Council",48.3648679,-124.6138052,400.865818619264,435
"Klickitat County Senior Services",45.821592,-120.8236469,"Mason County Public Transportation Benefit Area",47.2406378,-123.1010602,242.340978684483,232
"Klickitat County Senior Services",45.821592,-120.8236469,"Mid-Columbia Economic Development District (MCEDD)",45.5999847,-121.1787727,32.6418714706116,39
"Klickitat County Senior Services",45.821592,-120.8236469,"Mt. Si Senior Center",47.4928162,-121.7885425,182.891289867176,180
"Klickitat County Senior Services",45.821592,-120.8236469,"Northshore Senior Center",47.7560448,-122.2026247,216.81691422095,212
"Klickitat County Senior Services",45.821592,-120.8236469,"Okanogan County Transit Authority",48.3626993,-119.5817291,256.513212837032,263
"Klickitat County Senior Services",45.821592,-120.8236469,"Okanogan County Transportation & Nutrition",48.3626993,-119.5817291,256.513212837032,263
"Klickitat County Senior Services",45.821592,-120.8236469,"Olympic Community Action Programs (OlyCAP)",48.105573,-122.80489,300.191879424163,306
"Klickitat County Senior Services",45.821592,-120.8236469,"Pacific County Public Transportation Benefit Area",46.6849881,-123.7348418,244.950737691879,248
"Klickitat County Senior Services",45.821592,-120.8236469,"People For People",46.6040141,-120.5146606,70.4286964129484,78
"Klickitat County Senior Services",45.821592,-120.8236469,"Pierce County Human Services",47.2499232,-122.4433833,224.495819414619,222
"Klickitat County Senior Services",45.821592,-120.8236469,"Pierce Transit",47.1709133,-122.4844693,230.052120615605,229
"Klickitat County Senior Services",45.821592,-120.8236469,"Puget Sound Educational Service District",47.4725062,-122.2346646,212.855672870437,210
"Klickitat County Senior Services",45.821592,-120.8236469,"Rural Resources Community Action",48.5358622,-117.9056307,312.769053726239,315
"Klickitat County Senior Services",45.821592,-120.8236469,"San Juan County",48.5353048,-123.0194257,308.078943967231,386
"Klickitat County Senior Services",45.821592,-120.8236469,"Sauk-Suiattle Indian Tribe",48.3200381,-121.5529776,284.965178358387,285
"Klickitat County Senior Services",45.821592,-120.8236469,"Senior Services of Snohomish County",47.8203422,-122.3014052,224.498304899388,221
"Klickitat County Senior Services",45.821592,-120.8236469,"Skagit Transit System",48.4806171,-122.3316855,270.989297502585,261
"Klickitat County Senior Services",45.821592,-120.8236469,"Skamania County Senior Services",45.6923108,-121.8940865,67.013640340412,83
"Klickitat County Senior Services",45.821592,-120.8236469,"Snohomish County Workforce Development Council",47.8763418,-122.2452246,225.598131909648,223
"Klickitat County Senior Services",45.821592,-120.8236469,"Sound Generations",47.6136836,-122.3444571,214.162416487712,213
"Klickitat County Senior Services",45.821592,-120.8236469,"Special Mobility Services, Inc.",45.5259917,-122.644411,113.761259246003,118
"Klickitat County Senior Services",45.821592,-120.8236469,"Spokane Transit Authority",47.6683727,-117.430667,249.159284776903,234
"Klickitat County Senior Services",45.821592,-120.8236469,"Spokane Tribe of Indians",47.886156,-117.9894493,262.75053686471,261
"Klickitat County Senior Services",45.821592,-120.8236469,"Squaxin Island Tribe",47.1217757,-123.0803069,232.868796230017,222
"Klickitat County Senior Services",45.821592,-120.8236469,"The Arc of Tri-Cities",46.2346178,-119.2292752,108.183831424481,108
"Klickitat County Senior Services",45.821592,-120.8236469,"Thurston County Public Benefit Transportation Area (Intercity Transit)",47.044311,-122.8574776,223.437624274238,213
"Klickitat County Senior Services",45.821592,-120.8236469,"Thurston Regional Planning Council",47.0278081,-122.9202783,220.924799172831,210
"Klickitat County Senior Services",45.821592,-120.8236469,"Tri County Economic Development District",48.5357394,-117.9070033,312.803229141812,316
"Klickitat County Senior Services",45.821592,-120.8236469,"United Way of Pierce County",47.2490399,-122.4371755,224.36284597948,222
"Klickitat County Senior Services",45.821592,-120.8236469,"Valley Transit",46.0593099,-118.362419,145.773060327686,152
"Klickitat County Senior Services",45.821592,-120.8236469,"Wahkiakum County Health and Human Services",46.2152416,-123.3875323,183.059681460272,186
"Klickitat County Senior Services",45.821592,-120.8236469,"Whatcom Council of Governments",48.749823,-122.4734545,293.198968026724,282
